id,source,target,relation,sourceName,targetName,sourceType,targetType,confidence,evidence,patternName,sourceFile,sectionTitle,domain,method
edge:830:os:响应时间:is_a:调度,os:响应时间,os:调度,is_a,响应时间,调度,处理器与调度实体,处理器与调度实体,0.61,调度的目标通常包括提高 CPU 利用率、增加系统吞吐量、减少周转时间、缩短响应时间和保证公平性,上位包含关系,os.txt,处理器调度与调度算法,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:831:os:地址映射:is_a:分页,os:地址映射,os:分页,is_a,地址映射,分页,内存管理实体,资源与硬件实体,0.63,"分页将逻辑地址空间和物理内存都划分为固定大小的页和页框,程序运行时通过页表完成地址映射",上位包含关系,os.txt,内存管理与虚拟内存,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:832:os:地址映射:is_a:物理内存,os:地址映射,os:物理内存,is_a,地址映射,物理内存,内存管理实体,资源与硬件实体,0.68,"分页将逻辑地址空间和物理内存都划分为固定大小的页和页框,程序运行时通过页表完成地址映射",上位包含关系,os.txt,内存管理与虚拟内存,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:833:os:地址映射:is_a:逻辑地址空间,os:地址映射,os:逻辑地址空间,is_a,地址映射,逻辑地址空间,内存管理实体,核心抽象实体,0.65,"分页将逻辑地址空间和物理内存都划分为固定大小的页和页框,程序运行时通过页表完成地址映射",上位包含关系,os.txt,内存管理与虚拟内存,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:834:os:地址空间:is_a:进程,os:地址空间,os:进程,is_a,地址空间,进程,核心抽象实体,核心抽象实体,0.666,"进程不仅包含程序本身,还包括程序计数器、寄存器内容、地址空间、打开的文件、相关资源和运行状态等信息",上位包含关系,os.txt,进程与线程,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:840:os:处理器管理:is_a:CPU,os:处理器管理,os:CPU,is_a,处理器管理,CPU,资源与硬件实体,资源与硬件实体,0.812,处理器管理的核心任务是让 CPU 合理地服务多个程序,上下位关系,os.txt,操作系统的主要功能,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:844:os:多道程序设计:is_a:CPU,os:多道程序设计,os:CPU,is_a,多道程序设计,CPU,发展历程实体,资源与硬件实体,0.688,"所谓多道程序设计,是指将多个程序同时装入内存,在一个程序因输入输出操作而等待时,CPU 可以切换去执行其他程序,从而减少处理器空闲时间,提高系统吞吐量",上下位关系,os.txt,操作系统的发展历程,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:845:os:多道程序设计:is_a:内存,os:多道程序设计,os:内存,is_a,多道程序设计,内存,发展历程实体,资源与硬件实体,0.808,"所谓多道程序设计,是指将多个程序同时装入内存,在一个程序因输入输出操作而等待时,CPU 可以切换去执行其他程序,从而减少处理器空闲时间,提高系统吞吐量",上下位关系,os.txt,操作系统的发展历程,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:850:os:安全保护:is_a:处理器管理,os:安全保护,os:处理器管理,is_a,安全保护,处理器管理,功能模块实体,资源与硬件实体,0.65,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,os.txt,操作系统的主要功能,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:851:os:安全保护:is_a:存储管理,os:安全保护,os:存储管理,is_a,安全保护,存储管理,功能模块实体,功能模块实体,0.66,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,os.txt,操作系统的主要功能,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:852:os:安全保护:is_a:操作系统,os:安全保护,os:操作系统,is_a,安全保护,操作系统,功能模块实体,领域实体,0.63,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,os.txt,操作系统的主要功能,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:853:os:安全保护:is_a:文件管理,os:安全保护,os:文件管理,is_a,安全保护,文件管理,功能模块实体,核心抽象实体,0.74,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,os.txt,操作系统的主要功能,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:854:os:安全保护:is_a:设备管理,os:安全保护,os:设备管理,is_a,安全保护,设备管理,功能模块实体,功能模块实体,0.69,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,os.txt,操作系统的主要功能,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:855:os:安全性判断:is_a:Banker’s Algorithm,os:安全性判断,os:Banker’s Algorithm,is_a,安全性判断,Banker’s Algorithm,死锁相关实体,死锁相关实体,0.788,"避免则是在分配资源前进行安全性判断,典型方法是银行家算法(Banker’s Algorithm",上下位关系,os.txt,进程同步、互斥与死锁,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:856:os:安全性判断:is_a:银行家算法,os:安全性判断,os:银行家算法,is_a,安全性判断,银行家算法,死锁相关实体,死锁相关实体,0.824,"避免则是在分配资源前进行安全性判断,典型方法是银行家算法(Banker’s Algorithm",上下位关系,os.txt,进程同步、互斥与死锁,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:857:os:寄存器:is_a:进程,os:寄存器,os:进程,is_a,寄存器,进程,进程与线程实体,核心抽象实体,0.722,"进程不仅包含程序本身,还包括程序计数器、寄存器内容、地址空间、打开的文件、相关资源和运行状态等信息",上位包含关系,os.txt,进程与线程,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:863:os:打开的文件:is_a:进程,os:打开的文件,os:进程,is_a,打开的文件,进程,核心抽象实体,核心抽象实体,0.636,"进程不仅包含程序本身,还包括程序计数器、寄存器内容、地址空间、打开的文件、相关资源和运行状态等信息",上位包含关系,os.txt,进程与线程,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:876:os:操作系统:is_a:Linux,os:操作系统,os:Linux,is_a,操作系统,Linux,领域实体,系统与平台实体,0.73,"从课程学习的角度来看,操作系统并不是单纯介绍某一个具体系统,如 Windows、Linux 或 macOS,而是研究“计算机系统如何高效、安全、可靠地运行”的一般规律",上下位关系,os.txt,操作系统的概念与地位,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:877:os:操作系统:is_a:Windows,os:操作系统,os:Windows,is_a,操作系统,Windows,领域实体,系统与平台实体,0.778,"从课程学习的角度来看,操作系统并不是单纯介绍某一个具体系统,如 Windows、Linux 或 macOS,而是研究“计算机系统如何高效、安全、可靠地运行”的一般规律",上下位关系,os.txt,操作系统的概念与地位,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:878:os:操作系统:is_a:macOS,os:操作系统,os:macOS,is_a,操作系统,macOS,领域实体,系统与平台实体,0.682,"从课程学习的角度来看,操作系统并不是单纯介绍某一个具体系统,如 Windows、Linux 或 macOS,而是研究“计算机系统如何高效、安全、可靠地运行”的一般规律",上下位关系,os.txt,操作系统的概念与地位,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:879:os:操作系统:is_a:抽象,os:操作系统,os:抽象,is_a,操作系统,抽象,领域实体,核心思想与性质实体,0.808,"而对于程序员和系统设计者而言,操作系统则是一个复杂的资源控制与抽象平台,它屏蔽了底层硬件的细节,为上层软件提供统一、规范、稳定的运行接口",上下位关系,os.txt,操作系统的概念与地位,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:880:os:操作系统:is_a:文件,os:操作系统,os:文件,is_a,操作系统,文件,领域实体,核心抽象实体,0.778,"对于普通用户而言,操作系统是“看得见”的使用环境,例如窗口、文件夹、任务栏、终端等",上下位关系,os.txt,操作系统的概念与地位,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:881:os:操作系统:is_a:系统软件,os:操作系统,os:系统软件,is_a,操作系统,系统软件,领域实体,领域实体,0.66,"操作系统(Operating System,简称 OS)是计算机系统中最核心的系统软件之一,它位于硬件与应用程序之间,承担资源管理、任务调度、服务提供和用户接口等重要职责",上下位关系,os.txt,操作系统的概念与地位,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:882:os:操作系统:is_a:计算机系统,os:操作系统,os:计算机系统,is_a,操作系统,计算机系统,领域实体,领域实体,0.806,"总体而言,操作系统课程研究的是如何让计算机系统在多任务、多用户、多资源约束下高效、有序、安全地运行",上下位关系,os.txt,总结,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:890:os:文件系统:is_a:操作系统,os:文件系统,os:操作系统,is_a,文件系统,操作系统,核心抽象实体,领域实体,0.826,文件系统是用户感知最直接的操作系统功能之一,上下位关系,os.txt,文件系统,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:892:os:权限:is_a:安全性,os:权限,os:安全性,is_a,权限,安全性,文件系统实体,核心思想与性质实体,0.802,这种权限分离机制是保障系统稳定性和安全性的基础,上下位关系,os.txt,操作系统的结构与运行机制,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:893:os:权限:is_a:稳定性,os:权限,os:稳定性,is_a,权限,稳定性,文件系统实体,核心思想与性质实体,0.826,这种权限分离机制是保障系统稳定性和安全性的基础,上下位关系,os.txt,操作系统的结构与运行机制,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:894:os:树形目录:is_a:操作系统,os:树形目录,os:操作系统,is_a,树形目录,操作系统,核心抽象实体,领域实体,0.638,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",上位包含关系,os.txt,文件系统,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:895:os:树形目录:is_a:文件,os:树形目录,os:文件,is_a,树形目录,文件,核心抽象实体,核心抽象实体,0.69,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",上位包含关系,os.txt,文件系统,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
